disasterNumber,lockedInCeilingAmount,mitigationDollarsAvailable,obligatedTotalAmount,pendingProjectsQuantity
4859,229302.0,275161.0,0.0,
1316,1611813.0,476420.0,1583458.0,0.0
1618,199721.0,96629.0,155550.0,0.0
4050,217491.0,470.0,227656.0,0.0
4572,12982796.0,7518161.91,7628432.09,53.0
1445,1778522.0,579491.0,1695298.0,0.0
1440,2396000.0,799452.0,2252775.0,0.0
5380,7787780.0,5087743.66,4257592.34,4.0
5389,0.0,0.0,0.0,
1423,542393.0,370783.0,316082.0,0.0
1843,4055613.0,774822.0,3479110.0,0.0
832,317013.0,0.0,340186.0,0.0
4667,227336.0,198601.33,74201.67,1.0
5284,454432.0,482704.7,62612.3,0.0
1992,311333.0,20450.76,306106.24,0.0
4546,2126644.0,332109.29,2148975.71,0.0
4054,204099.0,31433.0,182646.0,0.0
4363,2589351.0,1519585.18,1587635.82,0.0
5084,331166.0,347360.0,0.0,0.0
1859,19180137.0,10295406.26,9822639.74,0.0
5287,0.0,0.0,0.0,
5290,0.0,0.0,0.0,
4244,587278.0,485865.71,130130.29,0.0
1865,481195.0,0.0,504725.0,0.0
4518,3493281.0,677749.68,3397744.32,1.0
1438,803646.0,316772.0,716877.0,0.0
1399,539918.0,210127.0,484316.0,0.0
4052,146617.0,7566.0,146221.0,0.0
4082,947679.0,33824.0,960197.0,0.0
1317,658284.0,408601.0,438084.0,0.0
1442,2393022.0,675867.0,2304130.0,0.0
848,115879.0,68335.0,52701.0,0.0
1866,1416356.0,0.0,1485616.0,0.0
1870,3097396.0,1576515.0,1672344.0,0.0
5238,0.0,0.0,0.0,
4591,140000.0,163333.0,0.0,2.0
5311,0.0,0.0,0.0,
1466,4146632.0,2178710.0,3112794.0,0.0
1013,1985365.0,385010.0,1672707.0,1.0
1250,7207731.0,627752.0,6689836.0,0.0
1185,1834879.0,372250.0,1523734.0,0.0
1322,356004.0,152642.0,305250.0,0.0
1835,3357055.0,2152002.05,1369212.95,0.0
4259,4089897.0,1440619.74,2849273.26,0.0
1908,1139895.0,264224.0,931412.0,0.0
5205,425008.0,145.25,445645.75,0.0
4279,1044224.0,771453.87,323833.13,0.0
979,12416818.0,1360571.0,11492224.0,1.0
1203,39640629.0,4324792.0,36132902.0,22.0
1797,2087015.0,283855.0,1905215.0,0.0
1836,1292960.0,690110.0,666076.0,0.0
5613,0.0,0.0,0.0,
1766,25531906.0,8705461.0,18074955.0,0.0
5446,1573104.0,1367776.08,519947.92,0.0
4100,1347132.0,2773.0,1410234.0,0.0
1819,30676869.0,2218521.0,29958447.0,0.0
1975,11341479.0,3038104.77,8857972.23,0.0
1400,408983.0,420620.0,105414.0,0.0
5304,1416783.0,562918.39,1137220.61,0.0
5312,0.0,0.0,0.0,
4160,797872.0,41845.43,795042.57,0.0
4174,1725612.0,12431.94,1797562.06,0.0
5314,0.0,0.0,0.0,
4460,726726.0,31690.91,840380.09,0.0
4226,1934422.0,24380.96,2004634.04,0.0
1861,2245692.0,1138100.0,1217406.0,0.0
1872,1412465.0,62773.0,1418762.0,0.0
1666,486900.0,274886.0,339901.0,0.0
1584,468984.0,156416.0,435749.0,0.0
1571,532634.0,211187.0,464357.0,0.0
1176,644986.0,146930.0,525233.0,0.0
5315,0.0,0.0,0.0,
5612,0.0,0.0,0.0,
1663,1544050.0,691750.0,1257854.0,0.0
1796,2340984.0,667771.0,1787687.0,0.0
4391,206421.0,247705.0,0.0,0.0
1657,87638.0,36982.0,73741.0,0.0
1669,1513964.0,870797.0,1055799.0,0.0
1461,242065.0,100194.0,203999.0,0.0
1155,19781137.0,2612318.0,17586209.0,1.0
5340,0.0,0.0,0.0,
5522,0.0,0.0,0.0,
4585,6144750.0,6312778.96,856096.04,6.0
1005,10227728.0,1366128.0,9168962.0,2.0
5186,0.0,0.0,0.0,
5188,0.0,0.0,0.0,
4772,262373.0,314848.0,0.0,
4482,403653220.0,393813651.35,77115005.65,41.0
909,168293.0,0.0,180546.0,0.0
1352,427777.0,357788.0,192419.0,0.0
1044,34739521.0,344398.0,35136508.0,1.0
4856,852471255.0,1022965506.0,0.0,25.0
1261,1116580.0,339416.0,1096729.0,0.0
1362,697771.0,790867.0,106606.0,0.0
4501,65576180.0,61380735.31,15124807.69,9.0
1039,8551871.0,0.0,8719963.0,0.0
5424,2097472.0,2516966.0,0.0,
1842,2009776.0,1226256.0,881798.0,0.0
1789,2467003.0,1322689.98,1264949.02,0.0
1593,1646946.0,1125386.0,992916.0,0.0
4724,357980894.0,429577073.0,0.0,62.0
4242,1189331.0,332489.17,914999.83,0.0
4457,490859.0,562151.16,26879.84,0.0
1363,422206.0,111587.0,431125.0,0.0
1845,1494611.0,193298.0,1374399.0,0.0
4143,1163363.0,78785.41,1141465.59,0.0
1516,507255.0,242761.0,409670.0,0.0
1266,3989237.0,1472403.0,3634575.0,0.0
1528,254672.0,74211.0,253348.0,0.0
5507,985111.0,1182133.0,0.0,6.0
4436,82402.0,98881.0,0.0,
4514,37279347.0,32927620.53,10564950.47,5.0
5459,0.0,0.0,0.0,
826,258547.0,0.0,277307.0,0.0
1072,999977.0,93603.0,954373.0,0.0
1119,1315468.0,3979.0,1373341.0,0.0
1214,4450957.0,394940.0,4219176.0,0.0
890,206668.0,0.0,221254.0,0.0
4254,1901112.0,6148.96,1987927.04,0.0
1047,375120.0,3011.0,393509.0,0.0
4270,408720.0,27960.74,400745.26,0.0
1636,551738.0,140968.0,568677.0,0.0
1450,1430681.0,550017.0,1255425.0,0.0
1793,605482.0,26136.0,608954.0,0.0
1108,151500.0,3431.0,158280.0,0.0
1019,688330.0,797.0,724003.0,0.0
1034,2048280.0,97929.0,2037146.0,0.0
1804,380400.0,87640.0,311362.0,0.0
1070,6732557.0,506468.0,6427682.0,0.0
1472,1041633.0,264589.0,1075159.0,0.0
5460,0.0,0.0,0.0,
1744,1753769.0,146628.0,1692900.0,0.0
1751,7634699.0,740510.0,7267526.0,0.0
1758,786895.0,237443.0,587931.0,0.0
4480,315106756.0,188584036.75,179040512.25,8.0
1582,722587.0,452227.0,462000.0,0.0
4810,10614426.0,12737311.0,0.0,
1586,619099.0,690571.0,91326.0,0.0
1477,456073.0,207508.0,374643.0,0.0
4625,18480771.0,7094586.46,14466312.54,0.0
4124,1217384.0,49216.97,1227697.03,0.0
4847,0.0,0.0,0.0,
1208,3177963.0,339598.0,2957963.0,0.0
856,451939.0,128901.0,352454.0,0.0
1473,890852.0,240772.0,895330.0,0.0
1506,2192856.0,1007336.0,1791043.0,0.0
4225,2206926.0,950282.18,1364562.82,0.0
4192,97901.0,50453.37,52234.63,0.0
1581,572278.0,608015.0,112353.0,0.0
1347,1305047.0,328718.0,1343739.0,0.0
861,1691666.0,248204.0,1536474.0,0.0
1104,1601689.0,10319.0,1654695.0,0.0
907,298784.0,65384.0,248843.0,0.0
950,26350.0,0.0,28769.0,0.0
1422,917605.0,321058.0,831698.0,0.0
1660,1197487.0,397494.0,1123094.0,0.0
5426,2097472.0,2279331.6,237634.4,1.0
1950,71835.0,504.0,74844.0,0.0
1162,3797592.0,289033.0,3651921.0,0.0
1111,933279.0,288835.0,675392.0,0.0
865,811369.0,57794.0,804268.0,0.0
4594,2458760.0,1999828.0,868725.0,2.0
1888,1486947.0,513204.7,1046453.3,0.0
1940,1796520.0,742454.0,1141916.0,0.0
5386,584083.0,599754.37,101145.63,0.0
1529,2094179.0,1752489.0,895918.0,0.0
1205,278346.0,0.0,294298.0,1.0
1646,2091716.0,1253574.0,1394670.0,0.0
1342,952763.0,220972.0,1000930.0,0.0
4513,4220713.0,609659.01,4455196.99,1.0
1011,1624125.0,116780.0,1579441.0,0.0
996,31829750.0,138893.0,32504884.0,4.0
4261,10740208.0,14977.17,11250426.83,0.0
4158,6221975.0,1533537.32,4992692.68,0.0
4193,7482350.0,4211673.0,3636564.0,0.0
4206,139888.0,3693.75,143035.25,0.0
5325,0.0,0.0,0.0,
1785,16982845.0,2064901.0,15748405.0,0.0
4402,10334983.0,1851404.04,10550575.96,0.0
5332,0.0,0.0,0.0,
1952,11457103.0,1894918.49,10122435.51,0.0
4335,32951711.0,13125310.89,26284936.11,0.0
1911,6421500.0,4258381.25,2477129.75,0.0
4490,20923034.0,3066514.23,21343691.77,2.0
911,178754.0,0.0,192811.0,1.0
1884,7311533.0,94981.0,7574086.0,0.0
1304,463160.0,585270.0,10446.0,0.0
5374,0.0,0.0,0.0,
4763,161547.0,193855.0,0.0,
4558,130525642.0,94084121.68,58195794.32,10.0
4203,846871.0,845781.88,42501.12,0.0
5381,0.0,0.0,0.0,
5383,0.0,0.0,0.0,
943,892707.0,9891.0,942004.0,0.0
869,384615.0,0.0,410020.0,1.0
5417,0.0,0.0,0.0,
4426,732287.0,171926.75,706817.25,0.0
4142,66693.0,3346.52,66607.48,0.0
5439,0.0,0.0,0.0,
5445,0.0,0.0,0.0,
1505,3179622.0,1828309.0,2218157.0,0.0
1689,1500000.0,710413.0,1141292.0,0.0
4517,6679066.0,2306288.75,5485955.25,4.0
1163,16207111.0,2056031.0,14591601.0,2.0
5296,0.0,0.0,0.0,
5297,0.0,0.0,0.0,
4413,28538274.0,20232521.58,14013406.42,9.0
4188,4763957.0,1683882.08,3313031.92,0.0
1192,1340079.0,145780.0,1245840.0,1.0
5298,0.0,0.0,0.0,
5300,0.0,0.0,0.0,
5301,0.0,0.0,0.0,
5302,0.0,0.0,0.0,
5299,0.0,0.0,0.0,
5303,0.0,0.0,0.0,
1094,841685.0,0.0,887416.0,1.0
4302,406864.0,426760.0,0.0,
4083,724874.0,5214.02,755105.98,0.0
1016,1517576.0,182843.0,1403671.0,1.0
4465,15694707.0,5679883.45,13090984.55,0.0
5192,0.0,0.0,0.0,
4357,4201983.0,4001795.77,900517.23,0.0
1267,3229272.0,1962327.0,2167204.0,0.0
1810,9476000.0,1773304.25,8166071.75,0.0
1181,5516989.0,1647954.0,4031169.0,1.0
1046,19516997.0,368.0,19981617.0,1.0
872,155065.0,131.0,167114.0,0.0
942,777004.0,557069.0,235243.0,0.0
1251,10581012.0,-2607422.0,13298291.0,2.0
1038,249200.0,1029.0,261797.0,0.0
4632,331135.0,366874.88,19449.12,3.0
5523,0.0,0.0,0.0,
4578,1182820.0,128668.04,1251288.96,0.0
5280,0.0,0.0,0.0,
4420,45862262.0,16128889.03,38905824.97,2.0
5279,0.0,0.0,0.0,
4307,2689362.0,1104642.16,1716229.84,0.0
1050,1844297.0,0.0,1929451.0,1.0
4133,23772.0,3819.14,21114.86,0.0
4134,1094717.0,331704.43,816544.57,0.0
4145,64250197.0,10270730.71,57121301.29,0.0
4382,40492823.0,22643571.37,25947816.63,26.0
5505,0.0,0.0,0.0,
1421,351144.0,395181.0,55096.0,0.0
1001,4200000.0,0.0,4361615.0,1.0
1374,556932.0,223915.0,492411.0,0.0
5451,0.0,0.0,0.0,
5450,0.0,0.0,0.0,
5453,0.0,0.0,0.0,
908,367596.0,0.0,394287.0,3.0
5089,441555.0,357169.07,105977.93,0.0
5093,441555.0,70013.69,393133.31,0.0
5111,441555.0,441555.0,21592.0,0.0
4407,318145901.0,201295806.55,180479272.45,44.0
1841,9859588.0,4129453.65,6212268.35,0.0
4274,787474.0,145331.68,680649.32,0.0
4684,4048012.0,4749614.0,108000.0,16.0
4398,1146385.0,55145.27,1320517.73,0.0
5379,0.0,0.0,0.0,
1276,1097391.0,243058.0,1158596.0,0.0
873,299421.0,0.0,322559.0,2.0
4732,1032577.0,317342.31,921749.69,3.0
4067,785461.0,348501.92,475368.08,0.0
1762,190197.0,16856.0,182642.0,0.0
4229,3142264.0,1193480.06,2102440.94,0.0
1325,201116.0,159702.0,98973.0,0.0
1338,42248.0,9083.0,45256.0,0.0
4785,605448.0,704376.0,0.0,
4096,467972.0,490856.0,0.0,0.0
1186,2135400.0,733953.0,1460344.0,0.0
5157,0.0,0.0,0.0,
1389,694221.0,637652.0,255255.0,0.0
4036,435555.0,358411.96,98442.04,0.0
4044,877302.0,42900.0,877302.0,0.0
1882,707341.0,741930.0,0.0,
954,153679.0,0.0,166237.0,1.0
1030,333194.0,0.0,351088.0,0.0
1572,64108.0,73854.0,8602.0,0.0
4090,981133.0,737784.64,291325.36,0.0
1896,1663875.0,1536383.0,208855.0,0.0
1427,3631229.0,2794606.0,1810224.0,0.0
927,7599555.0,2097442.0,5692393.0,0.0
1504,53527.0,11508.0,57338.0,0.0
1271,467466.0,105038.0,495343.0,0.0
855,2668032.0,0.0,2792331.0,0.0
1144,797752.65,74999.65,761794.0,1.0
4590,7697790.0,3170497.48,5810257.52,12.0
1221,313566.0,0.0,330387.0,1.0
884,99461.0,0.0,107926.0,0.0
4165,8518036.0,673514.92,8261053.08,0.0
5292,454432.0,54273.0,491045.0,0.0
977,8346774.0,495583.0,8175282.0,0.0
1833,5488365.0,305897.0,5450849.0,0.0
1858,33786725.0,7674410.0,27764486.0,0.0
4191,87211.0,91476.0,0.0,0.0
4224,527810.0,412894.92,140725.08,0.0
1348,1371909.0,576287.0,1154842.0,0.0
4396,1180110.0,1055808.4,360323.6,0.0
1640,636249.0,396432.0,400486.0,0.0
5496,0.0,0.0,0.0,
5495,0.0,0.0,0.0,
5546,1285231.0,1542277.0,0.0,
1814,1247010.0,1307989.0,0.0,0.0
4450,712724.0,852416.0,0.0,0.0
5387,0.0,0.0,0.0,
5236,0.0,0.0,0.0,
5494,6567410.0,7880892.0,0.0,3.0
4389,77334.0,92802.0,0.0,
1743,457763.0,141021.0,339127.0,0.0
5614,0.0,0.0,0.0,
4783,3917279.0,4700735.0,0.0,13.0
4691,5078425.0,6094110.0,0.0,3.0
4365,3130827.0,545438.04,3211553.96,0.0
4432,5780906.0,1949658.77,4987427.23,0.0
4194,948289.0,994660.0,0.0,0.0
4201,1567582.0,1644237.0,0.0,0.0
5589,0.0,0.0,0.0,
5395,6230224.0,4664868.59,2811400.41,0.0
4016,1688831.0,252842.0,1518573.0,0.0
4018,844086.0,53119.0,832243.0,0.0
1277,2460536.0,681213.0,2449736.0,0.0
5581,0.0,0.0,0.0,
870,663441.0,33441.0,667672.0,18.0
4649,381826.0,458182.0,0.0,2.0
1493,557461.0,645348.0,71658.0,0.0
1494,293579.0,87211.0,287623.0,0.0
1495,445258.0,125333.0,443191.0,0.0
1120,663057.0,0.0,697172.0,1.0
1297,790539.0,181700.0,831368.0,0.0
1015,10732100.0,524719.0,10559517.0,4.0
1093,21373561.0,368046.0,21604181.0,6.0
958,48951.0,2.0,53435.0,0.0
5492,2955333.0,3546399.0,0.0,8.0
5218,0.0,0.0,0.0,
4037,338567.0,117887.0,237236.0,0.0
5420,6292416.0,5199874.66,2351024.34,32.0
935,2303555.0,328.0,2423172.0,0.0
845,59042024.0,18545.0,60646309.0,0.0
5487,1970222.0,2132487.35,231779.65,19.0
4265,235144.0,235151.61,11491.39,0.0
5393,0.0,0.0,0.0,
4705,13712292.0,12187446.85,4267303.15,99.0
1654,50176.0,10983.0,53347.0,0.0
4162,4440494.0,2281183.56,2376450.44,0.0
1417,212845.0,47833.0,218629.0,0.0
1511,1506612.0,1674827.0,262977.0,0.0
1973,5130028.0,1049525.0,4331361.0,0.0
4834,646936439.0,733725984.95,42597742.05,0.0
1041,19179112.0,1018807.0,18542129.0,1.0
5163,1133354.0,382220.65,806554.35,0.0
5416,0.0,0.0,0.0,
1179,1533442.0,284708.0,1310813.0,1.0
4256,8328147.0,10400.49,8724992.51,0.0
1750,1199868.0,325563.0,932979.0,0.0
1761,2689716.0,1045255.0,1775988.0,0.0
4746,74504.0,89405.0,0.0,
1311,5376918.0,1606990.0,5289650.0,0.0
5199,0.0,0.0,0.0,
5524,3940446.0,4146077.41,582457.59,5.0
1554,1321742.0,793163.0,892147.0,0.0
4610,46492511.0,29085577.19,25155685.81,39.0
1560,1106259.0,266951.0,1135905.0,0.0
5184,1275024.0,458425.39,878947.61,0.0
5588,0.0,0.0,0.0,
5217,0.0,0.0,0.0,
5214,0.0,0.0,0.0,
5220,0.0,0.0,0.0,
5219,0.0,0.0,0.0,
5216,0.0,0.0,0.0,
5221,0.0,0.0,0.0,
5224,0.0,0.0,0.0,
1021,714965.0,0.0,752215.0,1.0
1533,74268.0,95524.0,0.0,0.0
5489,0.0,0.0,0.0,
1397,320256.0,214287.0,197626.0,0.0
5502,11821338.0,14111610.73,73994.27,23.0
5316,3148405.0,2917371.62,860715.38,0.0
4560,306383.0,315447.0,42000.0,0.0
4845,158414.0,190095.0,0.0,
4549,153332.0,89261.3,89625.7,0.0
4672,13081140.0,14615847.02,1081520.98,17.0
1575,2403890.0,2832987.0,222817.0,0.0
5226,0.0,0.0,0.0,
5228,0.0,0.0,0.0,
5227,0.0,0.0,0.0,
5244,0.0,0.0,0.0,
5251,0.0,0.0,0.0,
5250,0.0,0.0,0.0,
5259,0.0,0.0,0.0,
5260,0.0,0.0,0.0,
5262,0.0,0.0,0.0,
5268,0.0,0.0,0.0,
894,0.0,0.0,0.0,
4282,617950.0,67552.23,580615.77,0.0
5252,0.0,0.0,0.0,
947,1017375.0,3329.0,1080684.0,0.0
1664,4869424.0,4548655.0,1660378.0,0.0
4568,5705029.0,3192674.66,3463192.34,0.0
1977,653979.0,16584.0,669375.0,0.0
5295,0.0,0.0,0.0,
4135,640083.0,102679.0,568704.0,0.0
4479,1091265.0,549456.74,723686.26,0.0
919,2746288.0,0.0,2893003.0,0.0
1928,2588700.0,260794.0,2454493.0,0.0
1420,1214493.0,422967.0,1122434.0,0.0
1135,2801271.0,0.0,2926420.0,11.0
1014,3038852.0,0.0,3152293.0,2.0
1201,981551.0,108613.0,919971.0,1.0
4476,9564627.0,9248083.31,1910647.69,1.0
1282,2700123.0,799316.0,2636499.0,0.0
1367,1808784.0,425156.0,1876460.0,0.0
4281,1071194.0,0.5,1123574.5,0.0
1518,1665371.0,619052.0,1500076.0,0.0
1705,3296237.0,1236425.0,2957925.0,0.0
1727,1219393.0,351584.0,1200284.0,0.0
1763,294048645.0,33655101.0,274772523.0,0.0
1877,1466250.0,32539.0,1505411.0,0.0
4181,1237149.0,436267.0,861379.0,0.0
1255,804948.0,0.0,844215.0,1.0
4184,3669710.0,858428.0,2990730.0,0.0
1930,19889628.0,5374457.0,15487774.0,0.0
4187,2961986.0,628365.0,2478462.0,0.0
1854,1262344.0,411202.0,912871.0,0.0
1737,5119355.0,749135.0,4620556.0,0.0
4234,1493022.0,107271.72,1458759.28,0.0
1880,25902736.0,5458226.0,21711154.0,0.0
1017,855980.0,0.0,901267.0,0.0
4114,2812073.0,160007.0,2789576.0,0.0
1182,74940.0,910.0,79301.0,1.0
933,315162.0,0.0,338908.0,0.0
1449,281691.0,362311.0,0.0,
4119,1171493.0,225801.0,1002978.0,0.0
4126,2920805.0,316013.0,2747619.0,0.0
1592,117432.0,68760.0,82281.0,0.0
1213,299125.0,50339.0,264330.0,0.0
4343,1662972.0,346237.65,1649328.35,0.0
4401,4593163.0,507086.01,5004709.99,1.0
886,1937943.0,217107.0,1813538.0,0.0
1341,12259.0,2712.0,13056.0,0.0
4526,5417203.0,2767285.47,3552784.53,8.0
4570,23507058.0,21603959.04,5820941.96,8.0
1987,568759.0,187452.0,409119.0,0.0
4620,2025000.0,576642.84,1785857.16,3.0
1927,662883.0,471636.0,223662.0,0.0
5088,331166.0,328944.93,18415.07,0.0
1020,799595.0,682.0,838051.0,0.0
1071,2756605.0,39870.0,2834575.0,0.0
4397,3277118.0,3483157.03,449384.97,0.0
897,226815.0,61063.0,177855.0,0.0
4419,690821.0,234083.6,594901.4,0.0
4246,387118.0,31172.26,374875.74,0.0
1476,1493752.0,427611.0,1493653.0,0.0
1612,312215.0,167640.0,233931.0,0.0
5181,0.0,0.0,0.0,
4058,1057305.0,575299.89,533707.11,0.0
1732,863944.0,103537.0,802654.0,0.0
1520,743509.0,504330.0,451971.0,0.0
1042,2128044.0,-1.0,2210706.0,0.0
1418,861988.0,220671.0,888018.0,0.0
1832,467384.0,281610.0,208629.0,0.0
4654,676149.0,139500.98,665331.02,0.0
1997,2212313.0,513175.0,1807320.0,0.0
4173,1398794.0,304246.86,1162948.14,0.0
1828,1676481.0,828882.0,929579.0,0.0
1414,2099590.0,644417.0,2027706.0,0.0
4176,8057038.0,141646.82,8309380.18,0.0
4057,5113904.0,2295333.59,3068640.41,0.0
4564,48903425.0,25327392.77,31726603.23,4.0
1388,2369849.0,992259.0,2023999.0,0.0
1523,3039335.0,2854063.0,1007424.0,0.0
1607,137903000.0,43486338.15,131129136.85,0.0
5506,0.0,0.0,0.0,
1310,948695.0,951193.0,250405.0,0.0
1252,270899.0,0.0,286725.0,1.0
1204,1941265.0,261730.0,1764277.0,1.0
1195,15442242.0,1171292.0,14753069.0,1.0
1855,7335686.0,3621807.0,4072594.0,0.0
5327,10074896.0,4388083.15,7659812.85,0.0
4301,22097355.0,5883115.9,17294800.1,0.0
1000,15395904.0,0.0,15782028.0,2.0
5605,0.0,0.0,0.0,
4791,1582452.0,1898943.0,0.0,
5603,0.0,0.0,0.0,
957,4185605.0,1129307.0,3167806.0,0.0
887,923860.0,581028.0,365696.0,0.0
1917,2315849.0,347585.23,2081508.77,0.0
1970,1040608.0,207792.65,883701.35,0.0
1976,8319661.0,3043839.05,5682652.95,0.0
1988,591217.0,143634.32,476492.68,0.0
5604,0.0,0.0,0.0,
4350,1495789.0,1557016.89,237929.11,0.0
1630,147329.0,51151.0,138344.0,0.0
864,855667.0,10000.0,903942.0,0.0
4252,1695057.0,70480.53,1707464.47,0.0
1781,255568.0,75972.0,192093.0,0.0
4576,21100524.0,21363959.96,3253318.04,6.0
1254,1006006.0,279532.0,750065.0,1.0
1054,2187234.0,1.0,2284876.0,1.0
1573,2476257.0,819978.0,2364984.0,0.0
1487,711325.0,217404.0,697502.0,0.0
1202,274106.0,0.0,289239.0,2.0
4320,4748700.0,2873699.58,2107211.42,0.0
5189,18133664.0,5304462.22,13715937.78,1.0
1433,733140.0,318145.0,624820.0,0.0
1662,1911972.0,1507648.0,939730.0,0.0
1121,484760.0,0.0,509154.0,0.0
1740,1899055.0,691307.0,1300611.0,0.0
1795,8697584.0,5873637.0,3249259.0,0.0
4561,141479.0,169775.0,0.0,
868,574501.0,0.0,610339.0,0.0
1542,209109.0,74945.0,194011.0,0.0
992,162576.0,59241.0,111637.0,1.0
1454,3407821.0,1948999.0,2388516.0,0.0
4431,7730527.0,4025351.45,5251280.55,10.0
1407,3074793.0,1784005.0,2133460.0,0.0
1703,455444.0,153933.0,423213.0,0.0
1471,722153.0,639434.0,279127.0,0.0
1191,533438.0,0.0,561460.0,0.0
4295,1801608.0,71252.42,1818454.58,0.0
1537,254677.0,107563.0,215809.0,0.0
1320,679140.0,446481.0,420140.0,0.0
1212,4986531.0,627926.0,4520463.0,1.0
4373,755882.0,214498.13,692559.87,0.0
1025,2617439.0,0.0,2727672.0,2.0
5539,0.0,0.0,0.0,
1578,212670.0,126317.0,144298.0,0.0
1475,1276261.0,842045.0,781278.0,0.0
1802,3716405.0,1187458.0,2710679.0,0.0
1746,2381625.0,226263.0,2271823.0,0.0
997,34246985.0,882213.0,34133921.0,2.0
5479,0.0,0.0,0.0,
1757,509501.0,45649.0,488767.0,0.0
986,169562.0,0.0,181891.0,0.0
1133,683307.0,0.0,719373.0,0.0
4434,7895795.0,4083517.52,5391436.48,11.0
1521,445270.0,572706.0,0.0,0.0
1064,768959.0,0.0,813665.0,1.0
4462,3477517.0,3677811.64,495227.36,5.0
4776,7120294.0,7801853.0,742500.0,16.0
1264,920250.0,268153.0,915473.0,0.0
5575,0.0,0.0,0.0,
5481,0.0,0.0,0.0,
4430,83505.0,100206.0,0.0,
4268,2598578.0,1311224.67,1414423.33,0.0
5576,0.0,0.0,0.0,
4488,123873313.0,40182825.94,104336040.06,0.0
1435,4641295.0,1921669.0,4023296.0,0.0
1548,1038692.0,1073272.0,262694.0,0.0
4748,831093.0,997311.0,0.0,4.0
4644,14747343.0,9903599.99,7793211.01,2.0
4675,341256.0,409507.0,0.0,
874,357016.0,0.0,381442.0,8.0
994,10618365.0,490.0,10892519.0,1.0
1364,1562356.0,346589.0,1615134.0,0.0
1701,1364794.0,1315798.0,439600.0,0.0
1492,5629348.0,1879451.0,5339719.0,0.0
4008,1498346.0,309490.77,1262124.23,0.0
1380,15402663.0,5675130.0,14135775.0,0.0
4276,2108980.0,1134981.93,1077127.07,0.0
1177,1381220.0,0.0,1447578.0,0.0
1437,29856371.0,18447573.0,19929023.0,0.0
4240,59045860.0,2676928.56,59256274.44,0.0
1357,478699.0,264478.0,351225.0,0.0
1601,212718.0,73373.0,200225.0,0.0
5553,0.0,0.0,0.0,
4102,456668.0,478069.09,929.91,0.0
4015,2026125.0,363128.91,1762074.09,0.0
4041,900000.0,94397.96,849612.04,0.0
1863,895384.0,307715.85,631452.15,0.0
5430,4719312.0,3444176.02,2218997.98,1.0
4352,2123939.0,2548727.0,0.0,0.0
1668,2539771.0,3266653.0,0.0,0.0
4366,19914245.0,16510582.76,7386511.24,0.0
4228,1216154.0,209208.89,1066415.11,0.0
1512,243225.0,304266.0,8570.0,0.0
4839,11500739.0,13800887.0,0.0,
1642,2600528.0,1462884.0,1881915.0,0.0
1614,763899.0,425583.0,556944.0,0.0
4097,2094349.0,430299.75,1766463.25,0.0
1959,3805002.0,2466564.76,1524502.24,0.0
4386,4230588.0,1224971.54,3840452.46,0.0
1994,7044043.0,127870.0,7260627.0,0.0
1946,2626447.0,2466602.0,288278.0,0.0
4646,1267365.0,1356928.61,163909.39,2.0
4850,18582861.0,22299433.0,0.0,
4554,1337550.0,658904.19,901570.81,1.0
5211,0.0,0.0,0.0,
1813,8325842.0,3120148.0,5612828.0,0.0
838,34256.0,0.0,37400.0,0.0
1409,946031.0,367498.0,849287.0,0.0
4075,1808413.0,254524.46,1646935.54,0.0
4091,5179598.0,1119930.04,4312949.96,0.0
1910,9567531.0,4992796.0,5042587.0,0.0
4034,3045410.0,496946.0,2697385.0,0.0
4038,1658813.0,298127.0,1441802.0,0.0
4837,12378255.0,14546031.0,307875.0,0.0
1890,1202043.0,1260823.0,0.0,
1080,0.0,0.0,0.0,
4170,1284814.0,271255.75,1076385.25,0.0
1371,196006.0,43180.0,208923.0,0.0
4609,10679019.0,6472152.38,5986703.62,4.0
1308,127400.0,27717.0,136145.0,0.0
4108,466754.0,240448.49,249129.51,0.0
1815,1553329.0,949235.0,680052.0,0.0
1508,144095.0,32418.0,152917.0,0.0
4032,297418.0,11366.0,300596.0,0.0
1082,0.0,0.0,0.0,
976,111504.0,0.0,120768.0,0.0
1326,314981.0,71979.0,333150.0,0.0
934,78096.0,28135.0,54548.0,0.0
926,234902.0,4000.0,246720.0,0.0
1691,179335.0,44493.0,186168.0,0.0
1693,3988075.0,2575430.0,2554032.0,0.0
1166,364043.0,37374.0,342882.0,0.0
892,151499.0,139101.0,13536.0,0.0
1852,461009.0,254317.0,229235.0,0.0
1953,263363.0,83122.0,193119.0,0.0
4354,1099566.0,1310966.1,8512.9,0.0
980,48413.0,1.0,52855.0,0.0
4208,393113.0,5319.97,407016.03,0.0
1324,1576571.0,414038.0,1613748.0,0.0
5246,0.0,0.0,0.0,
1076,0.0,0.0,0.0,
969,66787.0,0.0,72572.0,0.0
1033,62815979.0,3211766.0,60955469.0,0.0
1303,1069496.0,314162.0,1061424.0,0.0
1875,3642750.0,423811.0,3397069.0,0.0
1209,8520026.0,0.0,8777569.0,0.0
1652,1274514.0,853750.0,760524.0,0.0
1644,362064.0,379792.0,85895.0,0.0
1891,646313.0,453175.0,224743.0,0.0
1468,136894.0,30697.0,145376.0,0.0
1920,219732.0,74616.0,155861.0,0.0
1591,493257.0,177883.0,456544.0,0.0
1716,244231.0,164922.0,149208.0,0.0
